objectid,parentid,filename,image_small,image_thumb,identifier,type,format,display_template,archive,artifact_type,title,creator,date,time_period,site_building,location,latitude,longitude,relocated_from,ethnic_group,religious_affiliation,names,subject,description,image_alt_text,source,original_source,additional_citation,object_location,language,copyright_holder,rights,rightsstatement
hartsdale_3_2,hartoct_3,hartsdale_3_2.png,,,5520,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Entrance gate and cemetery hours of the Hartsdale Pet Cemetery in Hartsdale, NY",,,,,,,,,,,,,,,,,,,,,,
hartsdale_4,,hartsdale_4.png,,,5521,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Sandy (d. 2005), pet of A. R. LaMura in the Hartsdale Pet Cemetery of Hartsdale, NY",,2005,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Sandy; LaMura,Dog; Flowers; Pillars; Sandy; LaMura; Upright,"Gravestone of Sandy (d. 2005), pet of A. R. LaMura in the Hartsdale Pet Cemetery of Hartsdale, New York. The upright gravestone has a decorative door in the center and a stone border with pillar engravings. Flowers are planted in the front.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_5,,hartsdale_5.png,,,5523,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. Gravestones of Docker (d. 2006), Chance (d. 2007), and Jewel (d. 2021), Carini family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,2006; 2007; 2021,2000s; 2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Docker; Chance; Jewel; Carini,Love language; Dog; 14 years old; 11 years old; Upright; Flat; Docker; Chance; Jewel; Carini; Inscription; Multiple pets; Multiple gravestones,"Gravestones of Docker (d. 2006), Chance (d. 2007), and Jewel (d. 2021), Carini family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Docker died at the age of 14, Chance at the age of 11, and Jewel at the age of 14. The upright family gravestone is engraved ""IN OUR HEARTS FOREVER / CARINI"". The individual pet gravestones are flat.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_6,,hartsdale_6.png,,,5524,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Sir Al Pacino in the Hartsdale Pet Cemetery of Hartsdale, NY; Gravestone of Kenzey (d. 2018), dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2018,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Al Pacino; Kenzey,Upright; Al Pacino; Kenzey; Flowers; Enamel photo; Love language; 8 years old; Dog; Inscription,"Gravestone of Sir Al Pacino in the Hartsdale Pet Cemetery of Hartsdale, NY; Gravestone of Kenzey (d. 2018), dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Sir Al Pacino's gravestone has an enamel photo and is inscribed ""MY PRECIOUS GIFT"". Flowers are planted in front. Kenzey was born on December 20, 2009 and died on August 8, 2018 at the age of 8. The upright gravestone contains two illegible paragraphs of text.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_7,,hartsdale_7.png,,,5525,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Multiple gravestones. in the Hartsdale Pet Cemetery of Hartsdale, NY",,n.d.,n.d.,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,,Star of David; Flat; Dog; Multiple pets,"Two gravestones in the Hartsdale Pet Cemetery of Hartsdale, NY. Flat stones both have etchings of the Star of David. ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_8,,hartsdale_8.png,,,5526,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Arvin (d. 2022), Stern family dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2022,2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Arvin; Stern,Star of David; Etching; Dog; Arvin; Stern; 8 years old; Upright; Love language; Inscription,"Gravestone of Arvin (d. 2022), pet of Stern family in the Hartsdale Pet Cemetery of Hartsdale, NY. Arvin was born on February 24, 2014 and died on December 3, 2022 at the age of 8. Inscribed ""OUR BELOVED KING / WE ARE ALWAYS WITH YOU. YOU HAVE ALWAYS BEEN A BLESSING TO US. WE LOVE YOU FOREVER"". The upright gravestone also has a large etching of Arvin and the Star of David.  ",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_9,,hartsdale_9.png,,,5527,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Diesel (d. 2008), Staroselsky familly dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2008,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Diesel; Staroselsky,Dog; Diesel; Staroselsky; 7 years old; Upright; Friend language; Love language; Family Language; Inscription,"Gravestone of Diesel (d. 2008), Staroselsky familly dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Diesel died in 2008 at the age of 7. The upright gravestone is inscribed ""Our family member / Our companion / Our best friend"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_10,,hartsdale_10.png,,,5528,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Chelsea (d. 2006), Gallagher family dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2006,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Christian,Chelsea; Gallagher,Chelsea; Gallagher; Dog; Enamel photo; 14 years old; Upright; Friend language; Cross; Celtic Cross; Female; Inscription,"Gravestone of Chelsea (d. 2006), Gallagher family dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Chelsea was born in 1992 and died in 2006 at the age of 14. The upright gravestone is inscribed ""'My Golden Girl' / Precious friend / and gift from God / Gallagher"". Also contains an enamel photo of Chelsea and an etching of a Celtic cross.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_11,,hartsdale_11.png,,,5529,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Princess (d. 2005), Smokey (d. 2011), and Tiger (d. 2012), Cosenza family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,2005; 2011; 2012,2000s; 2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Princess; Smokey; Tiger; Cosenza,Princess; Smokey; Tiger; Cosenza; Husky; Dog; Cat; 9 years old; 14 years old; 17 years old; Upright; Enamel photo; Love language; Inscription; Multiple pets,"Gravestone of Princess (d. 2005), Smokey (d. 2011), and Tiger (d. 2012), Cosenza family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Princess, a husky, was born in 1996 and died in 2005 at the age of 9. Smokey, a cat, was born in 1997 and died in 2011 at the age of 14. Tiger, a cat, was born in 1995 and died in 2012 at the age of 17. The upright gravestone has separate enamel photos of each pet and is inscribed ""Loved & Missed Forever"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_12,,hartsdale_12.png,,,5530,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Felony (d. 2005), pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,2005,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Christian; Jewish; Interfaith,Felony,Felony; 3 years old; Flat; Star of David; Cross; Love language; Child language; Inscription,"Gravestone of Felony (d. 2005), pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Felony was born in 2002 and died in 2005 at the age of 3. The flat gravestone has etchings of a cross and the Star of David and is inscribed ""With Love / Mommy & Daddy"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_13,,hartsdale_13.png,,,5531 copy,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Rebecca (d. 2004), Schiff family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,2004,2000s; 21st century,Hartsdale Pet Cemetery,,,,,,Jewish,Rebecca; Schiff,Rebecca; 11 years old; Upright; Star of David; Friend language; Love language; Schiff; Inscription,"Gravestone of Rebecca (d. 2004), Schiff pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Rebecca was born in 1993 and died in 2004 at the age of 11. The upright gravestone has an etching of the Star of David and is inscribed ""Loyal - True - Man's best friend / Always in our hearts"". ",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_14,,hartsdale_14.png,,,5531,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Duke (d. 2005), pet of Elise and Phillip in the Hartsdale Pet Cemetery of Hartsdale, NY",,2005,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Duke; Elise; Philip,Love language; Duke; Elise; Phillip; Upright; 13 years old; Inscription,"Gravestone of Duke (d. 2005), pet of Elise and Phillip in the Hartsdale Pet Cemetery of Hartsdale, NY. Duke was born on August 1, 1991 and died on February 22, 2005 at the age of 13. The upright gravestone is inscribed ""Beloved pet"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_15,,hartsdale_15.png,,,5536,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Curly (d. 2006) and Louie (d. 2022), Bobroff family dogs in the Hartsdale Pet Cemetery of Hartsdale, NY",,2006; 2022,2000s; 2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Curly; Louie; Bobroff,Curly; Louie; Bobroff; Dog; Bulldog; 14 years old; 15 years old; Upright; Enamel photo; Friend language; Love language; Visitation Stones; Inscription; Multiple pets,"Gravestone of Curly (d. 2006) and Louie (d. 2022), Bobroff family dogs in the Hartsdale Pet Cemetery of Hartsdale, NY. Curly was born on May 1, 1992 and died on October 9, 2006 at the age of 14. Louie was born May 5th, 2007 and died on November 16, 2022 at the age of 15. The upright gravestone has color enamel photos of both dogs and is inscribed ""Our courageous & / loyal companions / Respected & always loved"". In October 2024, there were two visitation stones.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_16,,hartsdale_16.png,,,5537,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Axl (d. 2005), Cookie (d. 2006), Susie (d. 2007), Peaches (d. 2011), and Pepe (d. 2018), dogs and cats in the Hartsdale Pet Cemetery of Hartsdale, NY",,2005; 2006; 2007; 2011; 2018,2000s; 2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Axl; Cookie; Susie; Peaches; Pepe,Axl; Cookie; Susie; Peaches; Pepe; Dog; Cat; Cats; 15 years old; 14 years old; 18 years old; Upright; Love language; Enamel photo; Inscription; Multiple pets,"Gravestone of Axl (d. 2005), Cookie (d. 2006), Susie (d. 2007), Peaches (d. 2011), and Pepe (d. 2018), dogs and cats in the Hartsdale Pet Cemetery of Hartsdale, NY. Axl, a dog, was born in 1990 and died in 2005 at the age of 15. Cookie, a cat, was born in 1992 and died in 2006 at the age of 14. Susie, a cat, was born in 1992 and died in 2007 at the age of 15. Peaches, a cat, was born in 1997 and died in 2011 at the age of 14. Pepe, a cat, was born in 2000 and died in 2018 at the age of 18. The upright gravestone has color enamel photos of each pet and is inscribed ""Forever in our hearts"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_17,,hartsdale_17.png,,,5540,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Princess (d. 1998) and Macho (d. 2009), Daniels family dogs in the Hartsdale Pet Cemetery of Hartsdale, NY",,1998; 2009,1990s; 2000s; 20th century; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Princess; Macho; Daniels,Princess; Macho; Daniels; Dog; Dogs; 15 years old; 14 years old; Star of David; Enamel photo; Love language; Inscription; Multiple pets,"Gravestone of Princess (d. 1998) and Macho (d. 2009), Daniels family dogs in the Hartsdale Pet Cemetery of Hartsdale, NY. Princess was born in 1983 and died in 1998 at the age of 15. Macho was born in 1995 and died in 2009 at the age of 14. The upright gravestone has an etching of the Star of David and enamel photos of both dogs. Princess's inscription reads ""Beloved Sweet potato pie / We miss you"". Macho's inscription reads ""Heina Petzel / You will be missed"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_18,,hartsdale_18.png,,,5541,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Jackpot (d. 2013), Galletta family dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2013,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Jackpot; Galletta,Jackpot; Galletta; 15 years old; Upright; Enamel photo; Dog; Star of David; Inscription,"Gravestone of Jackpot (d. 2013), Galletta family dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Jackpot was born in 1998 and died in 2013 at the age of 15. Upright gravestone with enamel photo of Jackpot and an etching of the Star of David.  Inscribed ""My gentle spirit"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_19,,hartsdale_19.png,,,,record,multiple,multiple,,,,,,,,,,,,,,,,,,"Laura Leibman, photographer, 2024",,,,,,,
hartsdale_19_1,hartsdale_19,hartsdale_19_1.png,,,5538,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Dog effigy with angel wings in front of the Gravestone of Link (d. 2015), dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2015,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Link,Upright; Heart; Love language; Link; Dog; 13 years old; Inscription; Effigy; Dog effigy; Angel; Angel wings,"Dog effigy with angel wings in front of the Gravestone of Link (d. 2015), dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Link was born in 2002 and died in 2015 at the age of 13. The upright, heart-shaped gravestone has a heart etching and is inscribed ""We love you"".",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_19_2,hartsdale_19,hartsdale_19_2.png,,,5539,Image;StillImage,image/jpeg,image,,,"Dog effigy with angel wings in the Hartsdale Pet Cemetery of Hartsdale, NY",,2015,,,,,,,,,,,,,,,,,,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_20,,hartsdale_20.png,,,5543,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Pepper (d. 2006), pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,2006,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Pepper,Pepper; 14 years old; Flat; Star of David; Friend language; Inscription,"Gravestone of Pepper (d. 2006), pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Pepper was born in 1992 and died in 2006 at the age of 14. The flat gravestone contains an etching of the Star of David and is inscribed ""LOYAL BEST FRIEND"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_21,,hartsdale_21.png,,,5544,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Peter L. Palumbo (d. 2004), Morris, and Basha, owner and pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,2004,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Palumbo; Peter; Morris; Basha,Coburial; Peter L. Palumbo; Peter; Palumbo; 57; Morris; Basha; Upright; Etching; Friend language; Inscription,"Gravestone of Peter L. Palumbo (d. 2004), Morris, and Basha; owner and pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Peter was born in 1947 and died in 2004 at the age of 57. He is coburried with pets Morris and Basha. The upright gravestone has a symbol etching and is inscribed ""NEVER TO BE ALONE / HERE IN THE / PEACEABLE KINGDOM / WITH MY ANIMAL FRIENDS / I AM HOME"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_22,,hartsdale_22.png,,,5547,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Patches (d. 2015) and Babar (d. 2018), cats in the Hartsdale Pet Cemetery of Hartsdale, NY",,2015; 2018,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Christian,Patches; Babar,Patches; Babar; 13 years old; 11 years old; Upright; Enamel photo; Cat; Cats; Cross; Cat Effigy; Flowers; Child language; Inscription; Multiple pets,"Gravestone of Patches (d. 2015) and Babar (d. 2018), cats in the Hartsdale Pet Cemetery of Hartsdale, NY. Patches was born in 2002 and died in 2015 at the age of 13. Babar was born in 2007 and died in 2018 at the age of 11. The upright gravestone contains separate enamel photos of Patches and Babar and is inscribed ""LOVE MOMMY & DADDY"". Beside the gravestone is a Christian cross with a heart in the center and a cat resting at the bottom. Flowers are laid in front of the gravestone.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_23,,hartsdale_23.png,,,5548,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Ming (d. 2019), tiger in the Hartsdale Pet Cemetery of Hartsdale, NY",,2019,2010s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Ming,Ming; Tiger; 19 years old; Upright; Etching; Flowers; Inscription; Ohio,"Gravestone of Ming (d. 2019), tiger in the Hartsdale Pet Cemetery of Hartsdale, NY. Ming ""Tiger of Harlem"" was born in 2000 in Racine, Minnesota and died in 2019 in Berlin Center, Ohio at the age of 19. The upright gravestone has a large etching of Ming along with an inscription about his life and ""LOVED BY MANY"". Flower bushes surround Ming's gravestone.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_24,,hartsdale_24.png,,,5554,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Pet Memorial of Alfred Anthony D'elia's 21 cats in the Hartsdale Pet Cemetery of Hartsdale, NY",,1991; 1992; 1993,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Christian,D'elia; Alfred; ANthony; Antoinette; Brandy Joe; Calico; Cloudy Day; Fonzie; Freddy; La Shea; Love; Lulu; Miss Kitty; Misty; Oscar; Patches; Petey; Pumpkin; Ringtail; Rusty; Treasure; Valentina; Zsa Zsa; Fritzil,14 years old; 15 years old; 18 years old; 12 years old; 13 years old; 11 years old; Cross; Etching; Cat; Cats; Alfred; Anthony; D'elia; Italian; Flowers; American Flag; Flag; Antoinette; Brandy Joe; Calico; Cloudy Day; Fonzie; Freddy; La Shea; Love; Lulu; Miss Kitty; Misty; Oscar; Patches; Petey; Pumpkin; Ringtail; Rusty; Treasure; Valentina; Zsa Zsa; Fritzil; Inscription; Multiple pets,"Pet Memorial of Alfred Anthony D'elia's 21 cats in the Hartsdale Pet Cemetery of Hartsdale, NY. The large upright gravestone has etchings along with birth and death years for 21 cats. Inscribed ""Thanks for the memories / Arrivederci / Stole our hearts - Left too soon / Eternally loved and remembered / Parting is all we know of heaven / And all we need of hell"". Flowers and an American flag are in front of the memorial.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_25,,hartsdale_25.png,,,5557,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Graveston of Batman (d. 2022), pug in the Hartsdale Pet Cemetery of Hartsdale, NY",,2022,2020s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Batman,Batman; 12 years old; Heart; Upright; Star of David; Dog; Pug; Love language; Flowers; Inscription,"Gravestone of Batman (d. 2022), pug in the Hartsdale Pet Cemetery of Hartsdale, NY. Batman was born in 2010 and died in 2022 at the age of 12. The heart-shaped, upright gravestone has an etching of the Star of David and is inscribed ""Our pug / Our tzaddikah / our love"". Flowers are planted in front of the grave.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_26,,hartsdale_26.png,,,5558,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Gordon, dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2000,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Gordon,Gordon; Chinese; Flowers; Etching; Dog; Love language,"Gravestone of Gordon, dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Gordon was born in the 2000s. The upright gravestone has a detailed etching of Gordon wearing a N.Y. beanie and has an inscription in Traditional Chinese. Flowers are planted in front obscuring the rest of the inscription.",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_27,,hartsdale_27.png,,,5559,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Lucy (d. 1997) and Fanny (d. 1998), pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1997; 1998,1990s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,Jewish,Lucy; Fanny,Lucy; Fanny; Upright; Flowers; Star of David; Love language; Inscription; Multiple pets,"Gravestone of Lucy (d. 1997) and Fanny (d. 1998), pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Lucy and Fanny were both born in 1980. Lucy died in 1997 at the age of 17 and Fanny died in 1998 at the age of 18. The upright gravestone contains etchings of flowers and the Star of David and is inscribed ""I'll always love you"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_28,,hartsdale_28.png,,,5560,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Chuckie (d. 2001) and Prince Charles (d. 1987), Rossi family pets in the Hartsdale Pet Cemetery of Hartsdale, NY",,1987; 2001,1980s; 2000s; 20th century; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Chuckie; Rossi,Dog; Chuckie; Prince Charles; Rossi; 0.5 years old; 13 years old; Upright; Love language; Enamel photo; Inscription; Multiple pets,"Gravestone of Chuckie (d. 2001), Rossi family pets in the Hartsdale Pet Cemetery of Hartsdale, NY. Chuckie was born on April 29th, 1987 and died January 12, 2001 at the age of 13. Prince Charles was born on January 7th, 1987 and died August 2, 1987 at the age of 7 months. The upright gravestone has an enamel photo of Chuckie and is inscribed ""Love of my life / Loved forever / Missed so much"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_29,,hartsdale_29.png,,,5561,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Lumpy (d. 1946), Millington family pet in the Hartsdale Pet Cemetery of Hartsdale, NY",,1946,1940s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Lumpy; Millington,Lumpy; Millington; Upright; 16 years old,"Gravestone of Lumpy (d. 1946), Millington family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Lumpy was born in 1930 and died in 1946 at the age of 16. Upright gravestone. ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_30,,hartsdale_30.png,,,5563,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of John (d. 1990) and V J (d. 2013), dogs in the Hartsdale Pet Cemetery of Hartsdale, NY",,1990; 2013,1990s; 2010s; 20th century; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,John; V J; VJ,John; V J; 13 years old; Upright; Enamel photo; Dog; Dogs; Flowers; Love language; Inscription; Multiple pets,"Gravestone of John (d. 1990) and V J (d. 2013), dogs in the Hartsdale Pet Cemetery of Hartsdale, NY. John was born on December 7th, 1976 and died on November 25th, 1990 at the age of 13. V J was born on February 26, 2001 and died on May 17th, 2013 at the age of 13. The upright gravestone contains enamel photos of John and V J and is inscribed ""In loving memory"". Flowers are growing in front of the stone.",,,,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_31,,hartsdale_31.png,,,5564,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Pugsy (d. 2007), dog in the Hartsdale Pet Cemetery of Hartsdale, NY",,2007,2000s; 21st century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Pugsy,Pugsy; Dog; Upright; Child language; Etching; Inscription,"Gravestone of Pugsy (d. 2007), dog in the Hartsdale Pet Cemetery of Hartsdale, NY. Pugsy was born in 1992 and died in 2007 at the age of 15. The upright gravestone has an etching of a dog and is inscribed ""Our little man"". ",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_32,,hartsdale_32.png,,,5565,Image;StillImage,image/jpeg,image,Pets in America,Gravestone; Funerary Art,"Gravestone of Hoppie (d. 1927), Witte family pet in the Hartsdale Pet Cemetery of Hartsdale, NY ",,1927,1920s; 20th century,Hartsdale Pet Cemetery,"Hartsdale, NY",41.021627,-73.79781,,,,Hoppie; Witte,Witte; Hoppie; Flat; 13 years old; Inscription,"Gravestone of Hoppie (d. 1927), Witte family pet in the Hartsdale Pet Cemetery of Hartsdale, NY. Hoppie was born in 1914 and died in 1927 at the age of 13. The flat gravestone is inscribed ""A devoted companion"".",,"Laura Leibman, photographer, 2024",,,,eng,,Public Domain,http://rightsstatements.org/vocab/NoC-US/1.0/
hartsdale_33,,hartsdale_33.png,,,,record,multiple,multiple,,,,,,,,,,,,,,,,,,"Laura Leibman, photographer, 2024",,,,,,,
